prompt_id,scene_id,object_id,object_name,description,pair_id,is_valid,num_attributes_target,num_attributes_anchors,num_attribute_type_color,num_attribute_type_size,num_attribute_type.shape,num_attribute_type_number,num_attribute_type_material,num_attribute_type_texture,num_attribute_type_function,num_attribute_type_style,num_attribute_type_text_label,num_attribute_type_state,num_relationships_target,num_relationships_anchors,num_relationship_type_near,num_relationship_type_far,num_relationship_type_viewpoint_dependent,num_relationship_type_vertical,num_relationship_type_contain,num_relationship_type_arrangement,num_relationship_type_ordinal,num_relationship_type_comparison,num_coreferences,num_target_not_first_np,granularity,num_anchor_type_single,num_anchor_type_multiple,num_anchor_type_non_object,num_anchor_type_viewpoint,num_negation
cf49717d-a751-417e-be93-32fa6a4aa1e4,scene0012_00,27,door,Find the door to the right of the board.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,,,,0,,0,fine-grained,1,0,,,
aec1e11f-43c6-4596-8f3a-161880201ef9,scene0012_00,26,box,"This is a cardboard box against the wall and right next to two doors. Of such boxes, it is the one not next to an armchair.",,1,0,0,0,0,0,1,1,0,0,0,0,,3,0,1,,0,0,,,,0,1,0,fine-grained,1,1,,,1
9914bb89-4346-489b-9c0b-65fb3815f06a,scene0012_00,3,armchair,The armchair has brown paper bags on it.,,1,0,1,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,,,,0,1,0,fine-grained,1,0,,,
c5516743-ff56-416d-8f03-32e01e3f993e,scene0012_00,20,shelf,"As you come through the brown door, this is the shelf which is directly on your right.",,1,0,1,1,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,,,,0,,1,fine-grained,1,0,,1,
bd9adff4-a968-4d14-877e-a7a1a867f22b,scene0012_00,21,object,On top of the shelf is a red and yellow object.,,1,0,2,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,,,,0,,1,generic,1,0,,,
69a5d616-2a6e-470b-8636-a7c010b97e05,scene0035_00,1,bed,This is a bed with a blue mattress next to a brown nightstand.,1,1,1,2,1,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,1,,,0,,0,fine-grained,1,0,,,
ebbbcde5-a9ef-4ab7-9be3-e9f997c3f914,scene0035_00,,bed,This is a bed with a brown mattress next to a blue nightstand.,1,1,1,2,1,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,1,,,0,,0,fine-grained,1,0,,,
97981bfb-35c7-4fb0-b892-29b6e30dc623,scene0035_00,8,radiator,The radiator is on the wall and under the window.,2,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,1,,,,0,,0,fine-grained,1,0,,,
952d44b0-4677-42f9-a896-32e0e548e2c3,scene0035_00,,radiator,The radiator is the one on the wall but not under the window.,2,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,1,,,,0,,0,fine-grained,1,0,,,1
9d27355f-6a58-46c5-9c62-495bcc4bb0b6,scene0035_00,9,chair,Find the object with wheels.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,,,0,,0,generic,0,0,,,
7a48bfb9-a53e-45bc-8b89-ad031e39eb4b,scene0035_00,5,dresser,This is the tallest wooden furniture in the room.,,1,1,0,0,1,0,0,1,0,0,0,0,,2,0,0,0,0,0,,,,1,,0,categorical,0,0,1,,
c5d63867-c229-4008-9a06-d1888b6f8ee3,scene0050_00,30,toolbox,This is the larger of the two toolboxes near the piano.,,1,1,1,0,1,0,1,0,0,0,0,0,,2,0,1,0,0,0,,,,1,,0,fine-grained,1,1,,,
6773de47-4731-4933-ba77-64612cbe4316,scene0050_00,0,toolbox,To the left of the piano is a red rectangular thing.,,1,2,0,1,0,1,0,0,0,0,0,0,,1,0,0,0,1,0,,,,0,,1,generic,1,0,,,
d15e427f-5ba2-4a84-8a41-579a1c856447,scene0050_00,"14,18",backpack,Identify the backpacks in the center of the room.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,,,0,,0,fine-grained,0,,1,,
ddd8fe20-85a5-4968-b745-54c0c92f1feb,scene0050_00,17,roomba,This is the device used for cleaning the floor.,,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,,,0,,0,categorical,0,0,,,
3a267db7-0fa0-40c6-971a-cfac076b9afc,scene0050_00,18,backpack,"If you are sitting on the couch, this is the bag further to the right.",,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,,,,1,,1,categorical,1,0,,1,
ab7b02a6-3ce1-4e72-a0bf-88c9b888b684,scene0050_00,,backpack,The backpack is in between two other backpacks.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,1,,0,,0,fine-grained,0,1,,,
59f529b2-c9c3-4252-a956-51062941afc6,scene0050_00,15,printer,The machine on the desk is used for putting ink on paper.,,1,1,0,0,0,0,0,0,0,1,0,0,,1,0,1,0,0,1,,,,0,,0,categorical,1,0,,,
ac326ef5-f859-4f9b-a9c2-7d534c869c79,scene0050_00,3,armchair,Find the cushy chair next to the desk.,,1,1,0,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,,,,0,,0,fine-grained,1,0,,,
a0c87c00-7e09-4d09-9186-36c412d8c701,scene0050_00,9,door,There is a wall with two independent doors. The door of interest has a handle on the left side from inside the room.,,1,1,,0,0,0,1,0,0,0,0,0,,3,1,1,0,1,0,1,,,0,,1,fine-grained,1,1,1,,
3ea810e5-d7e6-4681-9105-3a0513f54a98,scene0084_00,27,sign,"Find the object labeled ""caution.""",,1,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,,,,0,,0,generic,0,0,,,
82c6386f-cad1-4e36-b3b3-6b9aff266343,scene0084_00,10,trash can,The trash can is the one near the sink and directly under the hole in the counter.,3,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,1,1,,,0,,0,fine-grained,1,0,,,
08d5fdc7-d769-4362-b391-d2f17d092b9b,scene0084_00,25,trash can,The trash can is the one near the sink but not directly under the hole in the counter.,3,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,1,1,,,0,,0,fine-grained,1,0,,,1
6bc531c9-625a-42f0-a460-889746be172e,scene0084_00,26,trash can,This is the trash can in the bathroom. It is colored white.,,1,1,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,,,0,1,0,fine-grained,1,0,1,,
54144272-9037-4418-a6f4-da86847cf726,scene0084_00,8,toilet paper,This is the unopened toilet paper roll that is not stacked with any other rolls.,,1,1,0,,,,,,,,,,1,1,0,0,0,0,1,,1,,0,,0,fine-grained,0,1,,,1
8067f10e-128c-4f8b-9d8a-a12072eab817,scene0084_00,3,spray can,This is the object on the counter behind the jacket and surrounded by toilet paper rolls on one side and the sink on the other.,,1,0,0,0,0,0,0,0,0,0,0,0,,3,0,1,0,0,0,,1,,0,,0,generic,0,1,,,
6980f1d3-7cb6-4ffd-b158-bbaf4d80a3e4,scene0084_00,34,rail,"When facing the radiator, the metal rail is directly on your left.",,1,1,0,0,0,0,0,1,0,0,0,0,,1,0,0,0,1,0,,,,0,,1,fine-grained,1,0,,1,
8a27344d-f62c-4cbe-8860-757600e368f9,scene0084_00,35,toilet paper,This is the small cylindrical object near the toilet.,,1,2,0,0,1,1,0,0,0,0,0,0,,1,0,1,0,0,0,,,,0,,0,generic,1,0,,,
be1851db-a9ca-497a-b169-025866aec528,scene0084_00,"5,6,8",toilet paper,To the left of the sink is a set of paper towel rolls.,,1,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,,,,0,,1,fine-grained,0,1,,,
68a92172-7e12-4c00-86f7-ec4def10f834,scene0084_00,,handle,Find the handle of the door to leave the bathroom.,,1,0,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,0,1,,,0,,0,fine-grained,0,0,,,
fb0d4c3a-1e6d-4080-8d7e-cc14dbe8e995,scene0084_00,19,soap dispenser,Please refill the industrial soap dispenser mounted on the wall.,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,0,0,0,,,,0,,0,fine-grained,1,0,,,
77c22153-89f6-4760-b4f9-d66dfe01f096,scene0084_00,26,trash can,This is the trash can farthest from the sink.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,0,,,,1,,0,fine-grained,1,0,,,
4455c9d2-5190-4ccb-9b9b-ee698246dfa2,scene0086_00,19,sink,The sink is the one that sticks out farther than the other.,,1,1,0,0,1,0,0,0,0,0,0,0,,1,0,0,1,0,0,,,,1,,0,fine-grained,1,0,,,
355f0489-ae5d-4262-bcdb-94028d563701,scene0086_00,7,toilet,The toilet is the one in the smaller stall.,,1,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,0,1,,,1,,0,fine-grained,0,0,1,,
718f4994-db30-4bb3-8676-01f2f2a62365,scene0086_00,20,sink,It is the sink on the right under the wall-mounted soap dispenser,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,1,,,,0,,0,fine-grained,1,0,,1,
180dece3-453a-414a-8b12-e4ce90054a77,scene0086_00,,sink,It is the sink on the left under the wall-mounted soap dispenser.,4,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,1,,,,0,,0,fine-grained,1,0,,1,
71f9b465-09d5-45af-a520-9aefc5283243,scene0086_00,13,trash can,The object of interest is next to the paper towel dispenser but not above it. It is used for holding used paper towels.,,1,1,0,0,0,0,0,0,0,1,0,0,,2,0,1,0,0,1,1,,,0,1,0,generic,1,,,,1
ff19109e-24ac-4cba-b5c9-38242c861551,scene0086_00,15,rail,"The long, metal rail is in between the toilet paper dispenser and trash can.",,1,2,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,0,0,,1,,0,,0,fine-grained,0,1,,,
7d6d6c02-6140-4dd2-b818-97f5aa1e63dd,scene0088_00,23,chair,The chair resides at the end of the table closest to the trash can.,,1,0,0,0,0,0,0,0,0,0,0,0,,2,1,1,0,0,0,1,,,1,,0,fine-grained,1,0,,,
82104c89-0d47-465d-9642-264a0b54df70,scene0088_00,6,chair,"Facing the standalone whiteboard, grab the closest chair right behind you.",,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,1,0,1,0,,,,1,,1,fine-grained,1,0,,1,
9c1edc05-e8bb-40dc-ac84-3f41c5fd24d1,scene0088_00,2,chair,"From the door, this is the middle chair on the closest long side of the table in the center of the room.",,1,0,1,0,1,0,0,0,0,0,0,0,,3,1,1,0,0,0,1,,1,1,,1,fine-grained,1,1,1,,
36088e82-52d4-4515-b059-10bc4800593f,scene0088_00,10,chair,"This is the chair at one end of the table, farthest from the standalone whiteboard. If there are multiple chairs near the end, it is the one closest to the table.",,1,0,0,0,0,0,0,0,0,0,0,0,,3,0,1,1,0,0,,,,1,1,0,fine-grained,1,1,,,
cac3e545-80c3-4ad2-a5ae-c55cd9db7594,scene0088_00,3,chair,"From the door, this is the third chair from the left on the closest long side of the table in the center of the room.",,1,0,1,0,1,0,0,0,0,0,0,0,,3,1,1,0,1,0,1,,1,1,,1,fine-grained,1,1,1,,
349e15ee-926f-41e9-bd1d-a7874527ce0e,scene0095_00,2,monitor,"From the perspective of the whiteboards, this is the fourth display facing us from the right.",,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,,,1,0,,1,categorical,0,1,,,
8d6ea906-9d94-4c1b-af56-594565c6c8e5,scene0095_00,40,whiteboard,This is the rectangular whiteboard. It is left of the other one.,,1,1,0,0,0,1,0,0,0,0,0,0,,1,0,0,0,1,0,,,,0,1,0,fine-grained,1,0,,,
6d5f8d09-fbf7-4301-ac3a-35471df63598,scene0095_00,21,projector,"On the brown, wooden table is a small, rectangular projector.",5,1,2,2,1,1,1,0,1,0,0,0,0,,1,0,1,0,0,1,,,,0,,1,fine-grained,1,0,,,
5b92c25b-66d9-487f-9915-f32ead9cf18e,scene0095_00,,projector,"On the small, rectangular table is a brown, wooden projector.",5,1,2,2,1,1,1,0,1,0,0,0,0,,1,0,1,0,0,1,,,,0,,1,fine-grained,1,0,,,
ca0789af-8bd9-40a4-85d6-244b42fe4686,scene0095_00,19,monitor,"This is the Apple monitor on the table at the end not near the door. If you face the table, it is the one on the left.",,1,1,0,0,0,0,0,0,0,0,0,,,4,0,1,,0,1,,,,0,1,0,fine-grained,1,0,,1,1
963a9c98-dfaa-4b49-aa2e-e6cadd4b9181,scene0095_00,55,radiator,"Opposite the room from the left whiteboard, there is a device for heating the room.",,1,1,0,0,0,0,0,0,0,1,0,0,,2,0,0,1,1,0,,,,0,,1,categorical,0,0,1,,
f8f973ac-59c0-4991-a2b1-72e51e0343b2,scene0131_00,6,office chair,Find the cluster of three chairs in the far corner. Pick the one which is brown and facing the corner of the desk.,,1,1,1,1,0,0,1,0,0,0,0,0,,3,2,0,1,1,0,1,1,,0,,1,fine-grained,0,1,,1,
121d63ef-8189-429a-99a8-46e2b039d882,scene0131_00,9,office chair,The chair is in between the shelf and a monitor and is the closest one to the large painting of a white building.,,1,0,2,1,1,0,0,0,0,0,0,0,,2,1,1,0,0,0,1,1,,1,,0,fine-grained,0,1,,,
fdbb0c9c-0ae1-4bad-a84d-a711b2b6590b,scene0131_00,22,keyboard,This pile of keyboards is above a set of sleek office drawers.,,1,0,1,0,0,0,0,0,1,0,1,0,,2,1,0,0,0,1,,1,,0,,0,fine-grained,0,1,,,
2bfedcac-dbf3-4340-a19b-b140881e2291,scene0131_00,39,mini fridge,"Find the food storage which does not have a green, rectangular object on top.",,1,0,2,1,0,1,0,0,0,1,0,0,,1,0,1,0,0,1,,,,0,,0,categorical,1,0,,,1
554541ca-6c6a-4fe1-83f7-f1405d808b30,scene0131_00,,plate,This circular object is supported by a white mini fridge.,6,1,1,1,1,0,1,0,0,0,0,0,0,,1,0,1,0,0,1,,,,0,,0,generic,1,0,,,
e152c7c4-b013-4a34-b9b3-5c6f3f42dac4,scene0131_00,40,plate,This circular object is supported by a black mini fridge.,6,1,1,1,1,0,1,0,0,0,0,0,0,,1,0,1,0,0,1,,,,0,,0,generic,1,0,,,
7997234f-37b6-453f-abdd-1b22ab7ec230,scene0139_00,3,dryer sheets,"This is the orange object labeled ""bounce"" on one of the washing machines.",,1,2,1,1,0,0,1,0,0,0,0,1,,1,0,1,0,0,1,,,,0,,0,generic,1,0,,,
373e0acb-f476-4911-ae7b-07a13b465fe9,scene0139_00,26,washing machine,"This is the machine with the words ""wash"" on the front. It is the one not stacked with another machine and left of the two remaining candidate machines.",,1,1,0,0,0,0,1,0,0,0,0,1,,2,0,1,0,1,1,,1,,0,1,0,categorical,1,1,,,1
138ee818-cadb-4556-a4d0-8ca059c25562,scene0139_00,2,laundry detergent,The orange container is used to hold soap for cleaning clothes.,,1,2,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,,,0,,0,categorical,0,0,,,
d437e291-5e90-4615-b9ff-2783bbcfef8b,scene0139_00,2,laundry detergent,This is the orange plastic container on top of the washing machine.,,1,2,0,1,0,0,0,1,0,0,0,0,,1,0,1,0,0,1,,,,0,,0,categorical,1,0,,,
73ee7a8b-f780-47ab-a54e-6705c23ff431,scene0139_00,3,dryer sheets,This is the orange cardboard container on top of the washing machine.,,1,2,0,1,0,0,0,1,0,0,0,0,,1,0,1,0,0,1,,,,0,,0,categorical,1,0,,,
367e4f81-0236-4d9e-91cf-014aea8d0075,scene0139_00,1,washing machine,There is a row of washing machines in the room. It is the one farthest from the sink.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,0,,1,,1,1,1,fine-grained,0,1,1,,
01f6bc59-814b-4832-8092-fe18c5340b79,scene0139_00,4,box,The box is under the table.,7,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,,,,0,,0,fine-grained,1,0,,,
aacf3459-a20d-478a-9baa-c68c2fc908ff,scene0139_00,,table,The table is under the box.,7,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,,,,0,,0,fine-grained,1,0,,,
af192fb6-e1a2-493e-9f38-afe4661626e1,scene0144_00,21,armchair,This is the soft chair in the room.,8,1,1,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,,,0,,0,fine-grained,0,0,1,,
96c676ff-412a-46e9-ab4e-a2b0577dfbfc,scene0144_00,"3,4",chair,These are the hard chairs in the room.,8,1,1,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,1,,,0,,0,fine-grained,0,0,1,,
7866a3c8-5740-41cd-b32f-632cee691491,scene0144_00,3,chair,At the desk is a chair on the left.,,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,1,0,,,,0,,1,fine-grained,1,0,,,
4cb761f6-df64-4e6e-9542-14c00acfda6d,scene0144_00,19,closet door,Find the door that you would need to open to access clothes.,,1,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,,,,0,,0,fine-grained,0,,,,
6b89e25c-4d1f-47dd-9345-3677e62f2aad,scene0144_00,16,printer,"If a person were lying down on the bed, this would be the device at their feet on the flat tabular surface.",,1,0,2,0,0,0,0,0,0,0,0,0,,2,0,1,0,1,1,,,,0,1,1,categorical,1,0,,1,
40c830b8-fc4f-4a62-b7ec-6b8c5be032fe,scene0144_00,4,chair,The white plastic chair is the one not directly in front of the laptop.,,1,2,0,1,0,0,0,1,0,0,0,0,,1,0,0,0,1,0,,,,0,,0,fine-grained,1,0,,,1
c275e56e-6cd9-4a7d-9be3-4ec3f65aa5a6,scene0144_00,18,dresser,This is the longer dresser next to another nightstand covered in a blanket.,,1,1,0,0,1,0,0,0,0,0,0,0,,2,1,1,0,0,0,,,,1,,0,fine-grained,1,0,,,
30e8f0c9-187a-43ad-a8da-f88667328269,scene0149_00,7,stove,"The appliance is in between two sections of the counter, and near by the fridge.",,1,0,1,0,0,0,1,0,0,0,0,0,,2,0,1,0,0,0,,1,,0,,0,categorical,1,1,,,
19595026-3e8b-4136-a4a5-cb8897e904fb,scene0149_00,13,microwave,Look for the appliance in between two sections of the counter and near the fridge. The microwave of interest is right above it.,,1,0,0,0,0,0,1,0,0,0,0,0,,2,0,1,0,0,1,,1,,0,1,1,fine-grained,1,1,,,
838bbc2a-a80b-4797-a2a6-ef1fb98d2569,scene0149_00,1,refrigerator,"Find the large, rectangular object with magnets on the front.",,1,2,0,0,1,1,0,0,0,0,0,0,,1,0,1,0,1,0,1,,,0,,0,generic,0,1,,,
be484cdb-cfe7-4925-9001-4a404e1836f3,scene0149_00,10,kitchen cabinet,Underneath the sink is a cabinet for storing cleaning supplies.,,1,1,0,0,0,0,0,0,0,1,0,0,,1,0,0,0,0,1,,,,0,,1,fine-grained,1,0,,,
d242fe07-e5b4-4023-98d7-43ebc4a1e830,scene0149_00,24,paper towel roll,This is the paper towel roll not on the kitchen table.,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,1,,,,0,,0,fine-grained,1,0,,,1
